Trending Percent,Response Score,City,Country,Public Health Capacity,Societal Strength,Economic Ability,Infrastructure,Collaborative Will,Spread Response,Treatment Response,Economic Response,Supply Chain Response
0.0,46.0,Lyon,France,78,77,83,93,59,,18.0,53.0,76.0
0.0,44.0,Lille,France,78,77,80,93,59,,17.0,47.0,76.0
0.0,45.0,Rouen,France,78,83,82,93,59,,17.0,50.0,76.0
0.0,45.0,Bordeaux,France,78,78,82,93,59,,18.0,49.0,76.0
0.0,45.0,Toulouse,France,78,78,82,93,59,,18.0,51.0,76.0
0.0,45.0,Marseille,France,78,77,82,93,59,,19.0,50.0,76.0
0.0,45.0,Nice,France,78,77,81,93,59,,19.0,49.0,76.0
0.0,,Papeete,French Polynesia,0,74,0,0,0,98.0,,,
0.0,54.0,Banjul,Gambia,14,54,37,72,42,75.0,,27.0,53.0
0.0,,Constance,Germany,0,0,0,0,0,,45.0,,
0.0,61.0,Berlin,Germany,86,69,83,95,56,,53.0,56.0,76.0
0.0,59.0,Athens,Greece,66,73,67,92,58,98.0,21.0,38.0,76.0
0.0,56.0,Thessaloniki,Greece,66,72,63,92,58,99.0,16.0,30.0,76.0
0.0,93.0,Nuuk,Greenland,0,0,0,0,0,97.0,100.0,,79.0
0.0,26.0,Hagta,Guam,0,0,0,0,0,15.0,,,41.0
0.0,70.0,Vatican City,Holy See (Vatican City),0,0,0,0,0,40.0,100.0,,
0.0,66.0,Reykjavik,Iceland,54,76,82,96,62,74.0,,49.0,73.0
0.0,50.0,Kozhikode,India,23,55,35,78,67,4.0,95.0,29.0,72.0
0.0,52.0,Thiruvananthapuram,India,22,59,35,78,67,18.0,87.0,29.0,72.0
0.0,56.0,Denpasar,Indonesia,31,62,45,74,65,85.0,34.0,29.0,74.0
0.0,74.0,Pontianak,Indonesia,48,61,45,74,65,98.0,81.0,29.0,74.0
0.0,53.0,Bandjarmasin,Indonesia,50,60,45,74,65,84.0,25.0,29.0,74.0
0.0,55.0,Samarinda,Indonesia,47,59,45,74,65,81.0,35.0,29.0,74.0
0.0,41.0,Bandar Lampung,Indonesia,28,60,45,74,65,,25.0,29.0,74.0
0.0,57.0,Pekanbaru,Indonesia,29,64,45,74,65,72.0,50.0,29.0,74.0
0.0,62.0,Ujungpandang,Indonesia,29,61,48,70,65,89.0,46.0,35.0,74.0
0.0,58.0,Palu,Indonesia,29,67,45,74,65,98.0,25.0,29.0,74.0
0.0,66.0,Bukittinggi,Indonesia,29,61,48,74,65,84.0,63.0,35.0,74.0
0.0,65.0,Padang,Indonesia,28,59,45,74,65,84.0,63.0,29.0,74.0
0.0,56.0,Palembang,Indonesia,29,62,45,75,65,94.0,24.0,29.0,74.0
0.0,58.0,Binjai,Indonesia,49,61,48,74,65,95.0,25.0,35.0,74.0
0.0,57.0,Medan,Indonesia,52,64,45,73,65,95.0,25.0,29.0,74.0
0.0,63.0,Yogyakarta,Indonesia,48,65,45,74,65,94.0,47.0,29.0,74.0
0.0,69.0,Isfahan,Iran,50,65,59,82,58,98.0,,22.0,77.0
0.0,69.0,Shiraz,Iran,50,65,59,82,58,99.0,,22.0,77.0
0.0,69.0,Rasht,Iran,50,65,59,82,58,98.0,,22.0,77.0
0.0,70.0,Kerman,Iran,50,66,59,82,58,100.0,,22.0,77.0
0.0,69.0,Kermanshah,Iran,30,65,59,82,58,99.0,,22.0,77.0
0.0,68.0,Arak,Iran,50,65,59,82,58,97.0,,22.0,77.0
0.0,68.0,Qom,Iran,50,63,59,82,58,95.0,,22.0,77.0
0.0,69.0,Tehran,Iran,50,64,59,82,58,98.0,,22.0,77.0
0.0,59.0,Basra,Iraq,31,48,46,59,39,73.0,41.0,49.0,75.0
0.0,69.0,An Najaf,Iraq,31,48,46,59,39,70.0,76.0,49.0,75.0
0.0,57.0,Irbil,Iraq,55,48,46,59,39,72.0,34.0,49.0,75.0
0.0,53.0,As Sulaymaniyah,Iraq,31,47,46,59,39,70.0,24.0,49.0,75.0
0.0,56.0,Baghdad,Iraq,55,49,46,59,39,71.0,32.0,49.0,75.0
0.0,55.0,Al Hillah,Iraq,31,50,46,59,39,75.0,25.0,49.0,75.0
0.0,77.0,Dahuk,Iraq,31,59,46,59,39,86.0,87.0,49.0,75.0
0.0,60.0,Karbala,Iraq,55,47,46,59,39,67.0,50.0,49.0,75.0
0.0,55.0,Kirkuk,Iraq,31,51,46,59,39,77.0,25.0,49.0,75.0
0.0,65.0,Mosul,Iraq,28,49,46,59,39,94.0,39.0,49.0,75.0
0.0,78.0,Bouake,Ivory Coast,8,43,19,74,29,99.0,100.0,35.0,56.0
0.0,74.0,Akita,Japan,0,0,0,0,0,96.0,52.0,,
0.0,,Iwaki,Japan,0,0,0,0,0,,25.0,,
0.0,,Koriyama,Japan,0,0,0,0,0,,25.0,,
0.0,,Maebashi,Japan,0,0,0,0,0,,63.0,,
0.0,,Takasaki,Japan,0,0,0,0,0,,63.0,,
0.0,,Mito,Japan,0,0,0,0,0,,61.0,,
0.0,,Morioka,Japan,0,0,0,0,0,,24.0,,
0.0,,Takamatsu,Japan,0,0,0,0,0,,50.0,,
0.0,,Higashiōsaka,Japan,0,0,0,0,0,,49.0,,
0.0,,Kawagoe,Japan,0,0,0,0,0,,57.0,,
0.0,63.0,Tarawa,Kiribati,56,55,34,0,0,100.0,,17.0,
0.0,54.0,Pristina,Kosovo,59,79,52,0,0,41.0,84.0,30.0,
0.0,59.0,Bishkek,Kyrgyzstan,67,67,55,70,49,73.0,,34.0,66.0
0.0,66.0,Riga,Latvia,72,64,71,89,54,75.0,,44.0,75.0
0.0,64.0,Beirut,Lebanon,64,52,38,70,44,86.0,81.0,35.0,36.0
0.0,61.0,Trablous,Lebanon,39,62,38,70,44,85.0,71.0,35.0,36.0
0.0,62.0,Banghazi,Libya,49,59,0,77,54,93.0,43.0,26.0,81.0
0.0,70.0,Tripoli,Libya,49,59,0,77,54,64.0,97.0,26.0,81.0
0.0,43.0,Antananarivo,Madagascar,9,36,9,54,32,69.0,,26.0,24.0
0.0,57.0,Bamako,Mali,28,44,16,75,36,88.0,25.0,31.0,85.0
0.0,,Majuro,Marshall Islands,25,51,0,0,0,100.0,,,
0.0,67.0,Nouakchott,Mauritania,10,44,32,62,31,62.0,59.0,,82.0
0.0,61.0,Escuintla,Mexico,0,0,0,0,0,98.0,24.0,,
0.0,56.0,Pijijiapan,Mexico,0,0,0,0,0,97.0,16.0,,
0.0,43.0,Lazaro Cardenas,Mexico,0,0,0,0,0,63.0,23.0,,
0.0,86.0,La Cruz,Mexico,0,0,0,0,0,73.0,100.0,,
0.0,99.0,Aldama,Mexico,0,0,0,0,0,98.0,100.0,,
0.0,58.0,San Fernando,Mexico,0,0,0,0,0,95.0,21.0,,
0.0,46.0,Nautla,Mexico,0,0,0,0,0,92.0,0.0,,
0.0,49.0,Guadalupe,Mexico,0,0,0,0,0,82.0,16.0,,
0.0,66.0,Podgorica,Montenegro,72,71,50,72,61,81.0,,37.0,73.0
0.0,70.0,Matola,Mozambique,6,39,15,66,43,83.0,96.0,33.0,48.0
0.0,74.0,Beira,Mozambique,6,37,15,64,43,97.0,95.0,33.0,48.0
0.0,53.0,Mandalay,Myanmar,52,52,39,80,67,66.0,80.0,37.0,11.0
0.0,66.0,Naypyidaw,Myanmar,48,54,39,80,67,96.0,93.0,37.0,11.0
0.0,42.0,Rangoon,Myanmar,42,49,39,76,67,66.0,41.0,37.0,11.0
0.0,55.0,Kathmandu,Nepal,50,45,28,81,48,22.0,92.0,35.0,70.0
0.0,88.0,Utrecht,Netherlands,75,72,85,95,60,100.0,100.0,61.0,79.0
0.0,79.0,Auckland,New Zealand,72,64,64,94,63,99.0,92.0,40.0,69.0
0.0,,Alofi,Niue,0,53,0,0,0,100.0,,,
0.0,,Kingston,Norfolk Island,0,0,0,0,0,100.0,,,
0.0,71.0,Chongjin,North Korea,56,58,0,0,46,100.0,,37.0,
0.0,71.0,Hamhung,North Korea,56,58,0,0,46,100.0,,37.0,
0.0,72.0,Hungnam,North Korea,56,54,0,0,46,100.0,,37.0,
0.0,71.0,Pyongyang,North Korea,56,56,0,0,46,100.0,,37.0,
0.0,71.0,Nampo,North Korea,56,58,0,0,46,100.0,,37.0,
0.0,41.0,Skopje,North Macedonia,68,73,60,62,52,18.0,,38.0,74.0
0.0,60.0,Capitol Hill,Northern Mariana Islands,0,80,0,0,0,98.0,22.0,,
0.0,59.0,Oslo,Norway,77,75,87,94,67,,,47.0,72.0
0.0,,Ngerulmud,Palau,41,57,0,0,0,100.0,,,
0.0,43.0,Callao,Peru,55,62,66,85,45,,25.0,,66.0
0.0,63.0,San Jose del Monte,Philippines,48,57,60,83,67,100.0,21.0,,70.0
0.0,78.0,Naga,Philippines,28,57,60,83,67,97.0,64.0,,70.0
0.0,,Adamstown,Pitcairn Islands,0,0,0,0,0,100.0,,,
0.0,62.0,Pointe-Noire,Republic of the Congo,13,53,30,70,34,94.0,58.0,27.0,54.0
0.0,58.0,Astrakhan,Russia,83,53,81,77,61,50.0,56.0,,72.0
0.0,69.0,Chelyabinsk,Russia,83,53,81,77,61,65.0,70.0,,72.0
0.0,52.0,Irkutsk,Russia,83,51,81,77,61,54.0,35.0,,72.0
0.0,68.0,Novokuznetsk,Russia,83,52,81,77,61,67.0,65.0,,72.0
0.0,65.0,Lipetsk,Russia,83,54,81,77,61,58.0,67.0,,72.0
0.0,54.0,Nizhny Novgorod,Russia,83,46,81,77,61,49.0,47.0,,72.0
0.0,53.0,Novosibirsk,Russia,83,51,81,77,61,65.0,26.0,,72.0
0.0,54.0,Omsk,Russia,83,52,81,77,61,56.0,39.0,,72.0
0.0,69.0,Orenburg,Russia,83,53,81,77,61,58.0,78.0,,72.0
0.0,67.0,Penza,Russia,83,53,81,77,61,50.0,79.0,,72.0
0.0,51.0,Rostov,Russia,63,53,81,77,61,62.0,25.0,,72.0
0.0,70.0,Ryazan,Russia,83,53,81,77,61,55.0,82.0,,72.0
0.0,64.0,Samara,Russia,83,53,81,77,61,65.0,57.0,,72.0
0.0,64.0,Tolyatti,Russia,83,53,81,77,61,65.0,57.0,,72.0
0.0,70.0,Saratov,Russia,83,53,81,77,61,58.0,80.0,,72.0
0.0,56.0,Yekaterinburg,Russia,83,52,81,77,61,59.0,42.0,,72.0
0.0,68.0,Tomsk,Russia,83,52,81,77,61,47.0,84.0,,72.0
0.0,68.0,Tyumen,Russia,83,52,81,77,61,48.0,85.0,,72.0
0.0,64.0,Ulyanovsk,Russia,83,53,81,77,61,44.0,78.0,,72.0
0.0,69.0,Volgograd,Russia,83,53,81,77,61,59.0,77.0,,72.0
0.0,54.0,Voronezh,Russia,83,54,81,77,61,49.0,45.0,,72.0
0.0,69.0,Yaroslavl,Russia,83,53,81,77,61,52.0,83.0,,72.0
0.0,,Jamestown,Saint Helena,0,0,0,0,0,100.0,,,
0.0,58.0,Castries,Saint Lucia,60,70,49,0,61,,91.0,46.0,28.0
0.0,92.0,Apia,Samoa,32,57,60,57,44,100.0,,,83.0
0.0,73.0,Medina,Saudi Arabia,64,63,53,0,69,92.0,71.0,49.0,70.0
0.0,67.0,Al Hillah,Saudi Arabia,44,66,0,0,69,71.0,59.0,,70.0
0.0,82.0,Riyadh,Saudi Arabia,64,64,54,0,69,98.0,96.0,50.0,70.0
0.0,53.0,At Taif,Saudi Arabia,64,62,53,0,69,,42.0,49.0,70.0
0.0,53.0,Makkah,Saudi Arabia,64,62,53,0,69,,42.0,49.0,70.0
0.0,80.0,Tabuk,Saudi Arabia,64,64,53,0,69,99.0,88.0,49.0,70.0
0.0,70.0,Belgrade,Serbia,76,66,62,66,52,87.0,,46.0,69.0
0.0,75.0,Honiara,Solomon Islands,29,67,23,0,0,100.0,,36.0,81.0
0.0,67.0,Paramaribo,Suriname,39,66,31,87,33,,95.0,41.0,56.0
0.0,,Longyearbyen,Svalbard,0,0,0,0,0,100.0,,,
0.0,33.0,Damascus,Syria,34,48,52,79,36,,22.0,26.0,55.0
0.0,74.0,Bangkok,Thailand,55,57,66,82,68,98.0,75.0,41.0,71.0
0.0,64.0,Nukualofa,Tonga,41,56,43,0,41,100.0,,20.0,
0.0,72.0,Adana,Turkey,62,60,59,89,60,94.0,77.0,45.0,58.0
0.0,66.0,Ankara,Turkey,62,60,62,89,60,77.0,70.0,53.0,58.0
0.0,72.0,Antalya,Turkey,62,60,59,85,60,94.0,77.0,45.0,58.0
0.0,63.0,Bursa,Turkey,62,60,62,89,60,82.0,54.0,53.0,58.0
0.0,61.0,Diyarbakir,Turkey,62,57,59,88,60,80.0,56.0,45.0,58.0
0.0,61.0,Eskisehir,Turkey,62,61,59,88,60,82.0,54.0,45.0,58.0
0.0,61.0,Gaziantep,Turkey,62,58,59,89,60,80.0,56.0,45.0,58.0
0.0,71.0,Kayseri,Turkey,62,61,59,88,60,84.0,86.0,45.0,58.0
0.0,65.0,Konya,Turkey,62,61,59,88,60,77.0,70.0,45.0,58.0
0.0,72.0,Tarsus,Turkey,42,60,59,88,60,94.0,77.0,45.0,58.0
0.0,64.0,Samsun,Turkey,62,58,59,88,60,89.0,55.0,45.0,58.0
0.0,62.0,Trabzon,Turkey,62,61,59,88,60,91.0,47.0,45.0,58.0
0.0,59.0,Istanbul,Turkey,62,56,63,88,60,70.0,50.0,55.0,58.0
0.0,60.0,Izmir,Turkey,62,59,62,89,60,90.0,37.0,52.0,58.0
0.0,69.0,Ashgabat,Turkmenistan,69,68,14,86,50,100.0,,38.0,58.0
0.0,,Funafuti,Tuvalu,36,51,47,0,0,100.0,,,
0.0,61.0,Kiev,Ukraine,82,54,58,88,36,72.0,71.0,24.0,66.0
0.0,65.0,Zaporizhzhya,Ukraine,82,56,58,88,36,76.0,79.0,24.0,66.0
0.0,50.0,Des Moines,United States,73,75,83,94,58,14.0,81.0,35.0,72.0
0.0,76.0,Andijon,Uzbekistan,73,65,24,87,72,96.0,99.0,39.0,51.0
0.0,86.0,Fargona,Uzbekistan,73,50,34,87,72,99.0,98.0,,51.0
0.0,75.0,Namangan,Uzbekistan,73,65,24,87,72,95.0,97.0,39.0,51.0
0.0,76.0,Samarqand,Uzbekistan,73,66,24,87,72,96.0,98.0,39.0,51.0
0.0,64.0,Tashkent,Uzbekistan,73,65,24,87,72,57.0,97.0,39.0,51.0
0.0,78.0,Port Vila,Vanuatu,54,66,34,0,0,100.0,100.0,11.0,79.0
0.0,83.0,Qui Nhon,Vietnam,35,67,50,83,69,100.0,100.0,37.0,76.0
0.0,83.0,Can Tho,Vietnam,35,51,50,83,69,100.0,100.0,37.0,76.0
0.0,83.0,Hanoi,Vietnam,59,60,50,84,69,100.0,100.0,37.0,76.0
0.0,83.0,Haiphong,Vietnam,35,60,50,84,69,100.0,100.0,37.0,76.0
0.0,74.0,Vinh,Vietnam,59,68,50,83,69,100.0,,37.0,76.0
0.0,59.0,Da Nang,Vietnam,59,59,50,85,69,98.0,23.0,37.0,76.0
0.0,94.0,Thai Nguyen,Vietnam,35,67,65,83,69,100.0,100.0,,76.0
0.0,83.0,Hue,Vietnam,35,62,50,83,69,100.0,100.0,37.0,76.0
0.0,74.0,Bien Hoa,Vietnam,59,68,50,83,69,100.0,,37.0,76.0
0.0,,Mata-Utu,Wallis and Futuna,0,0,0,0,0,100.0,,,
0.0,54.0,Bulawayo,Zimbabwe,41,55,23,81,43,79.0,39.0,15.0,78.0
0.0,52.0,Harare,Zimbabwe,41,55,23,76,43,88.0,25.0,15.0,78.0
-6.39371e-06,78.0,Yamoussoukro,Ivory Coast,8,46,19,74,29,100.0,100.0,35.0,56.0
-7.39693e-06,69.0,Marrakesh,Morocco,53,56,53,86,40,69.0,92.0,27.0,78.0
-5.58098e-05,69.0,Tangier,Morocco,53,55,53,83,40,63.0,96.0,27.0,78.0
-0.00365176,82.0,Adelaide,Australia,74,75,80,95,59,98.0,89.0,55.0,77.0
-0.0105303,41.0,Henderson,United States,0,0,0,0,0,14.0,67.0,,
-0.0129735,57.0,Sokoto,Nigeria,7,42,22,67,47,99.0,26.0,26.0,73.0
-0.0217169,68.0,Shillong,India,22,61,35,78,67,79.0,82.0,29.0,72.0
-0.0248769,52.0,Barrie,Canada,0,0,0,0,0,64.0,41.0,,
-0.0262818,81.0,Ho Chi Minh City,Vietnam,59,61,52,85,69,100.0,92.0,42.0,76.0
-0.032444,73.0,Aizawl,India,22,63,35,78,67,81.0,96.0,29.0,72.0
-0.050466,41.0,Olavarria,Argentina,0,0,0,0,0,33.0,49.0,,
-0.0635849,39.0,Queretaro,Mexico,53,63,61,61,54,35.0,24.0,37.0,67.0
-0.0722425,39.0,Toledo,United States,0,0,0,0,0,19.0,59.0,,
-0.089255,48.0,Pasuruan,Indonesia,28,59,45,74,65,70.0,21.0,29.0,74.0
-0.0949249,90.0,Kingston,Canada,0,0,0,0,0,81.0,98.0,,
-0.0953743,40.0,Rio Verde,Mexico,0,0,0,0,0,58.0,23.0,,
-0.0961742,46.0,Tuxtla Gutierrez,Mexico,0,0,0,0,0,73.0,20.0,,
-0.0998026,43.0,Lagos de Moreno,Mexico,0,0,0,0,0,67.0,18.0,,
-0.103095,36.0,Drummondville,Canada,0,0,0,0,0,47.0,25.0,,
-0.103095,36.0,Shawinigan,Canada,0,0,0,0,0,47.0,25.0,,
-0.103095,36.0,Trois Rivieres,Canada,0,0,0,0,0,47.0,25.0,,
-0.10631,55.0,Hamburg,Germany,86,68,86,95,56,45.0,47.0,62.0,76.0
-0.120296,34.0,Nacozari de Garcia,Mexico,0,0,0,0,0,49.0,19.0,,
-0.120786,57.0,Kondoz,Afghanistan,18,56,13,62,36,96.0,24.0,37.0,67.0
-0.123107,36.0,Ciudad Madero,Mexico,0,0,0,0,0,49.0,23.0,,
-0.128437,54.0,Braunschweig-Salzgitter-Wolfsburg,Germany,86,69,85,95,56,57.0,34.0,60.0,76.0
-0.135469,47.0,Quito,Ecuador,57,62,34,64,49,41.0,45.0,24.0,83.0
-0.139034,50.0,Tallahassee,United States,72,79,82,94,58,14.0,83.0,32.0,72.0
-0.147608,74.0,Patna,India,22,56,35,78,67,88.0,90.0,29.0,72.0
-0.159602,43.0,Round Lake Beach,United States,0,0,0,0,0,18.0,69.0,,
-0.164414,40.0,Agua Prieta,Mexico,0,0,0,0,0,62.0,17.0,,
-0.175548,36.0,Guanajuato,Mexico,0,0,0,0,0,48.0,23.0,,
-0.212378,59.0,Gothenburg,Sweden,69,73,86,94,58,22.0,89.0,55.0,76.0
-0.219355,43.0,Tizimin,Mexico,0,0,0,0,0,62.0,24.0,,
-0.228239,34.0,Stirling,United Kingdom,0,0,0,0,0,43.0,26.0,,
-0.23247,42.0,Iguala,Mexico,0,0,0,0,0,64.0,20.0,,
-0.256384,67.0,Aomori,Japan,0,0,0,0,0,86.0,48.0,,
-0.293593,41.0,Tucson,United States,70,78,79,94,58,13.0,58.0,27.0,72.0
-0.29943,65.0,Agartala,India,22,64,35,81,67,69.0,80.0,29.0,72.0
-0.307559,39.0,Ensenada,Mexico,0,0,0,0,0,57.0,20.0,,
-0.311151,70.0,Kawasaki,Japan,87,80,77,94,65,74.0,72.0,55.0,77.0
-0.311151,70.0,Yokohama,Japan,87,80,77,94,65,74.0,72.0,55.0,77.0
-0.316053,36.0,Matehuala,Mexico,0,0,0,0,0,47.0,24.0,,
-0.335673,38.0,Hartford,United States,70,76,85,94,58,20.0,34.0,39.0,72.0
-0.337996,43.0,Veracruz,Mexico,33,63,61,61,54,54.0,21.0,37.0,67.0
-0.351734,42.0,Merida,Mexico,53,65,61,61,54,49.0,23.0,37.0,67.0
-0.353885,54.0,Fort Collins,United States,0,0,0,0,0,27.0,81.0,,
-0.356521,62.0,Warri,Nigeria,7,46,22,70,47,98.0,44.0,26.0,73.0
-0.359163,45.0,Tucuman,Argentina,62,65,47,91,41,30.0,64.0,37.0,45.0
-0.359785,45.0,Escuinapa,Mexico,0,0,0,0,0,73.0,16.0,,
-0.364423,44.0,Arlington,United States,0,0,0,0,0,10.0,79.0,,
-0.384044,49.0,Greensboro,United States,0,0,0,0,0,21.0,76.0,,
-0.385246,64.0,Imphal,India,22,61,35,78,67,67.0,78.0,29.0,72.0
-0.393463,52.0,Cilacap,Indonesia,28,61,48,74,65,56.0,46.0,35.0,74.0
-0.395133,39.0,Dolores,Argentina,0,0,0,0,0,30.0,47.0,,
-0.398953,49.0,Surabaya,Indonesia,47,62,45,73,65,71.0,24.0,29.0,74.0
-0.402548,41.0,Syracuse,United States,0,0,0,0,0,22.0,61.0,,
-0.411143,61.0,Maiduguri,Nigeria,7,44,22,65,47,99.0,39.0,26.0,73.0
-0.429558,48.0,Cincinnati,United States,72,79,81,94,58,17.0,75.0,31.0,72.0
-0.43306,28.0,Worcester,United States,0,0,0,0,0,20.0,36.0,,
-0.451937,65.0,Kumamoto,Japan,87,80,75,94,65,75.0,55.0,51.0,77.0
-0.456128,62.0,Kano,Nigeria,32,41,22,70,47,98.0,41.0,26.0,73.0
-0.486809,48.0,Aurora,United States,0,0,0,0,0,21.0,76.0,,
-0.489865,38.0,Paraiso,Mexico,0,0,0,0,0,54.0,22.0,,
-0.491335,75.0,Uyo,Nigeria,7,40,22,63,47,98.0,85.0,26.0,73.0
-0.510001,73.0,Jos,Nigeria,7,43,22,68,47,89.0,89.0,26.0,73.0
-0.51496,37.0,Pforzheim,Germany,0,0,0,0,0,36.0,38.0,,
-0.524044,38.0,El Paso,United States,71,77,79,94,58,1.0,61.0,26.0,72.0
-0.540273,38.0,Nogales,Mexico,0,0,0,0,0,55.0,21.0,,
-0.545353,43.0,Poughkeepsie,United States,0,0,0,0,0,20.0,65.0,,
-0.552077,41.0,New Orleans,United States,73,78,82,94,58,21.0,43.0,33.0,72.0
-0.562678,32.0,Berks,United States,0,0,0,0,0,18.0,47.0,,
-0.562678,32.0,Reading,United States,0,0,0,0,0,18.0,47.0,,
-0.590065,64.0,Daegu,South Korea,83,69,73,95,53,81.0,47.0,48.0,78.0
-0.610003,38.0,Providence,United States,70,78,81,94,58,7.0,52.0,30.0,72.0
-0.610292,44.0,Bismarck,United States,75,81,82,94,58,0.0,78.0,32.0,72.0
-0.620819,53.0,Concord,United States,70,78,82,94,58,31.0,76.0,32.0,72.0
-0.634283,30.0,Scranton,United States,0,0,0,0,0,23.0,38.0,,
-0.642559,71.0,Matsuyama,Japan,87,74,76,94,65,96.0,53.0,53.0,77.0
-0.657587,53.0,Durham,United States,0,0,0,0,0,23.0,84.0,,
-0.667373,46.0,Chihuahua,Mexico,53,65,61,61,54,62.0,22.0,37.0,67.0
-0.686362,48.0,Bremerhaven,Germany,0,0,0,0,0,49.0,47.0,,
-0.694466,60.0,Olympia,United States,69,81,82,94,58,47.0,82.0,32.0,72.0
-0.695697,53.0,Paderborn,Germany,0,0,0,0,0,50.0,56.0,,
-0.706414,43.0,Mazatlan,Mexico,0,0,0,0,0,67.0,19.0,,
-0.709164,48.0,Guayaquil,Ecuador,57,60,34,64,49,68.0,22.0,24.0,83.0
-0.71221,44.0,Baton Rouge,United States,73,75,83,94,58,19.0,57.0,35.0,72.0
-0.721963,40.0,Lima,Peru,55,60,55,85,45,26.0,33.0,48.0,66.0
-0.722948,37.0,Loreto,Mexico,0,0,0,0,0,27.0,47.0,,
-0.723464,71.0,Port Harcourt,Nigeria,7,43,22,69,47,95.0,75.0,26.0,73.0
-0.725135,39.0,Schwerin,Germany,0,0,0,0,0,54.0,24.0,,
-0.726508,46.0,Ometepec,Mexico,0,0,0,0,0,70.0,22.0,,
-0.74249,51.0,San Diego,United States,70,76,83,94,58,20.0,78.0,34.0,72.0
-0.747634,46.0,Morelia,Mexico,53,63,61,61,54,62.0,21.0,37.0,67.0
-0.749124,31.0,Centro,Mexico,0,0,0,0,0,38.0,24.0,,
-0.749124,31.0,Villahermosa,Mexico,0,0,0,0,0,38.0,24.0,,
-0.763414,44.0,Xalapa,Mexico,0,0,0,0,0,69.0,19.0,,
-0.778802,74.0,Kaduna,Nigeria,7,46,22,65,47,94.0,87.0,26.0,73.0
-0.778802,74.0,Zaria,Nigeria,7,43,22,63,47,94.0,87.0,26.0,73.0
-0.779331,46.0,Tlaxiaco,Mexico,0,0,0,0,0,73.0,19.0,,
-0.789259,61.0,Juneau,United States,71,79,82,94,58,39.0,96.0,32.0,72.0
-0.807516,43.0,Darmstadt,Germany,0,0,0,0,0,47.0,39.0,,
-0.818875,32.0,Piedras Negras,Mexico,0,0,0,0,0,40.0,24.0,,
-0.825957,72.0,Aba,Nigeria,7,45,22,75,47,98.0,77.0,26.0,73.0
-0.828434,59.0,Bremen,Germany,86,70,84,95,56,45.0,61.0,58.0,76.0
-0.834706,55.0,Hanover,Germany,86,69,85,95,56,45.0,47.0,60.0,76.0
-0.837369,37.0,Irapuato,Mexico,0,0,0,0,0,51.0,23.0,,
-0.847046,62.0,Himeji,Japan,87,80,76,94,65,82.0,38.0,53.0,77.0
-0.847046,63.0,Kobe,Japan,87,80,77,94,65,82.0,38.0,55.0,77.0
-0.849133,49.0,Tulsa,United States,72,77,81,94,58,12.0,83.0,30.0,72.0
-0.851592,47.0,Kissimmee,United States,0,0,0,0,0,15.0,79.0,,
-0.855531,44.0,Saltillo,Mexico,53,63,61,61,54,58.0,21.0,37.0,67.0
-0.855852,47.0,Papasquiaro,Mexico,0,0,0,0,0,74.0,21.0,,
-0.857557,74.0,Hamamatsu,Japan,87,77,77,94,65,92.0,64.0,56.0,77.0
-0.857557,74.0,Shizuoka,Japan,87,76,77,94,65,92.0,64.0,56.0,77.0
-0.871679,44.0,Acapulco,Mexico,53,62,61,61,54,55.0,21.0,37.0,67.0
-0.900646,34.0,Santa Cruz,Bolivia,51,55,40,79,49,44.0,24.0,36.0,30.0
-0.906139,42.0,Ahome,Mexico,0,0,0,0,0,67.0,16.0,,
-0.907291,39.0,Salta,Argentina,62,65,47,91,41,51.0,25.0,37.0,45.0
-0.908631,34.0,Montreal,Canada,66,78,85,94,64,23.0,25.0,24.0,76.0
-0.917231,54.0,San Jose,Costa Rica,61,69,58,90,50,32.0,72.0,39.0,73.0
-0.922689,60.0,Tokushima,Japan,0,0,0,0,0,95.0,25.0,,
-0.926613,42.0,Izamal,Mexico,0,0,0,0,0,73.0,11.0,,
-0.939916,45.0,Plymouth,United Kingdom,0,0,0,0,0,42.0,49.0,,
-0.945292,51.0,Charlotte,United States,70,78,81,94,58,18.0,85.0,31.0,72.0
-0.948965,55.0,San Cristobal de Las Casas,Mexico,0,0,0,0,0,88.0,22.0,,
-0.961675,47.0,Nuremberg,Germany,86,68,85,95,56,34.0,32.0,60.0,76.0
-0.969215,61.0,Toyama,Japan,0,0,0,0,0,86.0,36.0,,
-0.976411,53.0,Portland,United States,69,77,84,94,58,38.0,67.0,36.0,72.0
-0.983249,79.0,Wakayama,Japan,0,0,0,0,0,86.0,73.0,,
-0.983808,49.0,Bakersfield,United States,70,74,82,94,58,10.0,85.0,32.0,72.0
-0.983808,49.0,Kern County,United States,70,79,81,94,58,10.0,85.0,31.0,72.0
-0.984844,38.0,Pensacola,United States,0,0,0,0,0,13.0,63.0,,
-0.994433,39.0,Navajoa,Mexico,0,0,0,0,0,57.0,22.0,,
-0.996739,39.0,South Bend,United States,0,0,0,0,0,11.0,66.0,,
-1.00376,44.0,Dayton,United States,72,76,80,94,58,17.0,61.0,29.0,72.0
-1.00942,38.0,Mobile,United States,0,0,0,0,0,18.0,58.0,,
-1.01086,49.0,Chascomus,Argentina,0,0,0,0,0,41.0,57.0,,
-1.03289,38.0,Zarate,Argentina,0,0,0,0,0,38.0,38.0,,
-1.0365,78.0,Singapore,Singapore,58,80,82,94,79,66.0,99.0,65.0,76.0
-1.06649,42.0,Coatzacoalcos,Mexico,0,0,0,0,0,67.0,16.0,,
